Mito,Nuc,Sex,Day,Day2,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
Bei59,375AR,F,Day,072924A,3,Bei59_375AR_F_Day_072924A_all,2,52,1.7624,60.0658,0.99,0.0,0.02
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_1,6,56,2.9257,47.5969,0.9846,0.0,0.0412
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_2,29,79,3.6511,47.6009,0.978,0.0,0.0618
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_3,4,54,3.5602,77.76,0.9596,0.0,0.0828
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_4,32,82,4.1272,7.5419,0.9882,0.0,0.0508
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_5,14,64,3.2659,72.9116,0.9716,0.0,0.0632
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_6,41,91,2.3481,84.8212,0.9524,0.0,0.0596
Bei59,375AR,M,Day,072924A,1,Bei59_375AR_M_Day_072924A_all,15,65,2.8582,68.1864,0.9952,0.0,0.0223
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_1,50,100,3.2049,17.6031,0.9833,0.0,0.047
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_2,9,59,3.3815,45.3358,0.9958,0.0,0.0246
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_3,36,86,2.7983,41.352,0.9764,0.0,0.0491
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_4,18,68,3.9686,38.9708,0.9911,0.0,0.0423
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_5,14,64,2.1803,61.0964,0.9694,0.0,0.0438
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_6,31,81,3.4834,51.6632,0.9823,0.0,0.0527
Bei59,375AR,M,Day,072924A,2,Bei59_375AR_M_Day_072924A_all,27,77,2.7684,54.3786,0.9937,0.0,0.0248
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_1,90,140,2.4098,-19.5712,0.9641,0.0,0.0527
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_2,49,99,3.3041,29.421,0.9611,0.0,0.0754
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_3,33,83,2.1856,63.7508,0.9447,0.0,0.0602
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_4,56,106,3.8824,24.6918,0.9832,0.0,0.0573
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_5,17,67,2.972,45.5295,0.9887,0.0,0.0357
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_6,51,101,1.9535,58.6659,0.9322,0.0,0.0602
Bei59,375AR,M,Day,072924A,3,Bei59_375AR_M_Day_072924A_all,50,100,2.3904,53.3073,0.99,0.0,0.0271
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_1,63,113,2.3317,-20.2644,0.9773,0.0,0.0401
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_2,88,138,1.0901,21.8837,0.9584,0.0,0.0258
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_3,69,119,0.7468,52.2647,0.9196,0.0,0.0253
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_4,45,95,1.0665,37.8277,0.8547,0.0,0.0514
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_5,69,119,2.2207,-11.3008,0.9708,0.0,0.0435
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_6,87,137,3.3552,-66.8682,0.9889,0.0,0.04
Bei59,OreAC,F,Day,072924A,1,Bei59_OreAC_F_Day_072924A_all,63,113,1.4796,18.8185,0.9947,0.0,0.0121
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_1,47,97,1.2044,43.5891,0.9274,0.0,0.0386
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_2,49,99,0.7663,46.848,0.9289,0.0,0.0242
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_3,91,141,0.9297,34.7407,0.9664,0.0,0.0196
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_4,68,118,0.7652,32.8776,0.9472,0.0,0.0206
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_5,78,128,1.7734,-11.1655,0.9712,0.0,0.0346
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_6,43,93,1.3923,16.2549,0.9803,0.0,0.0223
Bei59,OreAC,F,Day,072924A,2,Bei59_OreAC_F_Day_072924A_all,51,101,0.9378,36.2533,0.9929,0.0,0.0089
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_1,75,125,1.9714,-11.5384,0.9722,0.0,0.0377
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_2,74,124,1.0659999999999998,37.565,0.8433,0.0,0.0539
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_3,67,117,1.3637,43.9105,0.9597,0.0,0.0317
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_4,76,126,1.6546,2.6249,0.9654,0.0,0.0355
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_5,84,134,1.5773,26.7796,0.9669,0.0,0.033
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_6,58,108,2.2680000000000002,6.928,0.9287,0.0,0.0719
Bei59,OreAC,F,Day,072924A,3,Bei59_OreAC_F_Day_072924A_all,74,124,1.6349,17.9137,0.9876,0.0,0.0206
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_1,88,138,3.4344,-1.905,0.971,0.0,0.0671
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_2,10,60,2.113,58.0296,0.9598,0.0,0.0491
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_3,45,95,4.7659,-21.8582,0.9974,0.0,0.0274
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_4,50,100,2.6957,97.3243,0.9797,0.0,0.0438
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_5,42,92,3.1239,14.2309,0.9913,0.0,0.0329
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_6,82,132,2.0374,73.0,0.9662,0.0,0.0431
Bei59,OreAC,M,Day,072924A,1,Bei59_OreAC_M_Day_072924A_all,58,108,2.8885,38.8318,0.9957,0.0,0.0214
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_1,53,103,2.9185,-33.7539,0.9834,0.0,0.0428
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_2,92,142,3.7552,-101.0976,0.9787,0.0,0.0624
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_3,83,133,3.7823,-33.7767,0.9695,0.0,0.0759
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_4,92,142,3.28,-19.8674,0.9815,0.0,0.0508
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_5,48,98,3.1849,-10.5803,0.9785,0.0,0.0533
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_6,78,128,4.0532,-94.6327,0.9888,0.0,0.0484
Bei59,OreAC,M,Day,072924A,2,Bei59_OreAC_M_Day_072924A_all,87,137,3.3431,-43.2294,0.9958,0.0,0.0243
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_1,63,113,3.9614,-26.2501,0.9740000000000001,0.0,0.0732
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_2,0,50,2.4532,45.0646,0.9756,0.0,0.0439
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_3,39,89,4.8863,-32.1354,0.9879,0.0,0.0608
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_4,43,93,4.1049,-10.0665,0.9748,0.0,0.0745
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_5,38,88,2.6894,17.7652,0.9705,0.0,0.053
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_6,6,56,3.4873,32.8762,0.9763,0.0,0.0613
Bei59,OreAC,M,Day,072924A,3,Bei59_OreAC_M_Day_072924A_all,32,82,2.9704,25.4006,0.9949,0.0,0.0239
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_1,92,142,3.0379,-72.548,0.9844,0.0,0.0431
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_2,92,142,2.6451,-48.0249,0.9837,0.0,0.0384
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_3,50,100,1.5358,11.3325,0.9614,0.0,0.0349
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_4,47,97,1.28,10.5157,0.9814,0.0,0.0199
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_5,47,97,1.8632,0.838,0.9653,0.0,0.04
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_6,68,118,2.5911,-28.2817,0.9784,0.0,0.0435
Bei59,OreAR,F,Day,072924A,1,Bei59_OreAR_F_Day_072924A_all,59,109,1.6445,6.7829,0.995,0.0,0.0131
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_1,60,110,2.5861,-20.6709,0.9839,0.0,0.0372
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_2,92,142,2.5823,-25.0773,0.9748,0.0,0.0469
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_3,55,105,2.5088,-12.2537,0.9776,0.0,0.0429
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_4,53,103,2.3456,-0.4823,0.9729,0.0,0.0443
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_5,79,129,2.5749,-16.135,0.9887,0.0,0.031
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_6,23,73,1.9476,25.4299,0.9867,0.0,0.0255
Bei59,OreAR,F,Day,072924A,2,Bei59_OreAR_F_Day_072924A_all,74,124,2.4185,-6.2254,0.9973,0.0,0.0142
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_1,36,86,2.3342,-0.3057,0.9921,0.0,0.0234
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_2,18,68,1.8077,8.36,0.9878,0.0,0.0226
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_3,23,73,1.4182,37.3499,0.9639,0.0,0.0311
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_4,57,107,2.839,-17.0697,0.9899,0.0,0.0323
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_5,61,111,2.3819,20.2965,0.9715,0.0,0.0462
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_6,17,67,1.7892,16.5718,0.9779,0.0,0.0304
Bei59,OreAR,F,Day,072924A,3,Bei59_OreAR_F_Day_072924A_all,57,107,2.4539,-2.8503,0.9957,0.0,0.0181
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_1,47,97,2.2709,-9.4859,0.9303,0.0,0.071
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_2,92,142,3.3485,-61.1856,0.9843,0.0,0.0476
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_3,63,113,2.9819,-14.5566,0.9883,0.0,0.0365
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_4,24,74,2.8703,20.8774,0.9864,0.0,0.038
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_5,32,82,1.8778,49.8204,0.9505,0.0,0.0487
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_6,34,84,3.2918,0.8513,0.9919,0.0,0.0335
Bei59,OreAR,M,Day,072924A,1,Bei59_OreAR_M_Day_072924A_all,28,78,2.063,28.5166,0.9939,0.0,0.0182
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_1,69,119,1.1655,41.6686,0.9534,0.0,0.0293
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_2,38,88,2.2293,32.9776,0.9845,0.0,0.0315
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_3,57,107,3.7397,-15.4535,0.9845,0.0,0.0528
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_4,64,114,3.2245,16.0258,0.9698,0.0,0.0643
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_5,75,125,2.3657,35.5067,0.9498,0.0,0.0618
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_6,41,91,2.6168,13.5413,0.9878,0.0,0.0328
Bei59,OreAR,M,Day,072924A,2,Bei59_OreAR_M_Day_072924A_all,39,89,1.8886,52.1394,0.9925,0.0,0.0184
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_1,33,83,2.221,2.1083,0.9905,0.0,0.0244
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_2,57,107,2.9585,-14.2204,0.9833,0.0,0.0434
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_3,78,128,2.0808,23.5611,0.9744,0.0,0.0381
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_4,47,97,4.0849,-14.6127,0.9736,0.0,0.076
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_5,86,136,3.7618,-57.1662,0.9827,0.0,0.0562
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_6,52,102,3.1779,22.1426,0.9651,0.0,0.0685
Bei59,OreAR,M,Day,072924A,3,Bei59_OreAR_M_Day_072924A_all,84,134,2.4885,19.8019,0.9918,0.0,0.0255
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_1,57,107,2.7049,12.9781,0.9582,0.0,0.0641
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_2,32,82,2.9187,48.9459,0.9694,0.0,0.0587
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_3,22,72,2.3418,54.0284,0.9775,0.0,0.0401
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_4,27,77,3.7982,6.4654,0.9885,0.0,0.0461
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_5,7,57,3.1046,26.3641,0.99,0.0,0.0351
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_6,86,136,3.5795,-27.6589,0.9806,0.0,0.0569
ZH33,375AC,F,Day,072924A,1,ZH33_375AC_F_Day_072924A_all,28,78,2.6348,40.5894,0.9943,0.0,0.0225
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_1,8,58,1.9843,38.1524,0.9781,0.0,0.0335
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_2,14,64,2.6077,60.8788,0.9831,0.0,0.0385
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_3,33,83,2.6572,57.2468,0.9825,0.0,0.04
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_4,22,72,2.6494,42.6766,0.9519,0.0,0.0677
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_5,74,124,4.5144,-33.9927,0.9872,0.0,0.057999999999999996
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_6,90,140,3.1319999999999997,-25.1754,0.9814,0.0,0.0486
ZH33,375AC,F,Day,072924A,2,ZH33_375AC_F_Day_072924A_all,38,88,2.8193,33.3499,0.9927,0.0,0.0271
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_1,31,81,2.3467,52.0627,0.9842,0.0,0.0335
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_2,48,98,3.5109,43.3622,0.9888,0.0,0.0421
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_3,31,81,3.8158,51.1343,0.9906,0.0,0.0419
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_4,6,56,1.7845,98.8573,0.9342,0.0,0.0541
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_5,18,68,2.9533,59.6495,0.9837,0.0,0.0428
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_6,10,60,2.0108,65.8137,0.9612,0.0,0.0458
ZH33,375AC,F,Day,072924A,3,ZH33_375AC_F_Day_072924A_all,26,76,2.6244,64.3887,0.9947,0.0,0.0216
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_1,35,85,3.4841,42.736000000000004,0.9713,0.0,0.0678
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_2,60,110,2.6735,67.2115,0.9676,0.0,0.0554
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_3,55,105,3.7274,17.8707,0.9764,0.0,0.0654
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_4,6,56,2.6041,71.12,0.9778,0.0,0.0443
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_5,40,90,3.7316,64.209,0.9753,0.0,0.0671
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_6,4,54,3.2303,76.9785,0.9683,0.0,0.0661
ZH33,375AC,M,Day,072924A,1,ZH33_375AC_M_Day_072924A_all,46,96,2.7338,73.157,0.9948,0.0,0.0222
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_1,8,58,2.7747,55.1458,0.9757,0.0,0.0495
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_2,11,61,2.1899,75.2463,0.9678,0.0,0.0452
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_3,68,118,3.3552,1.0713,0.9541,0.0,0.0836
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_4,34,84,2.822,46.3144,0.9588,0.0,0.0664
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_5,35,85,2.4730000000000003,73.6992,0.9773,0.0,0.0426
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_6,35,85,3.9937,33.4162,0.9914,0.0,0.0417
ZH33,375AC,M,Day,072924A,2,ZH33_375AC_M_Day_072924A_all,1,51,2.0198,75.2236,0.9928,0.0,0.0194
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_1,38,88,3.3239,7.9352,0.9779,0.0,0.0563
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_2,0,50,1.9089,86.1303,0.9668,0.0,0.04
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_3,55,105,3.7867,1.281,0.9756,0.0,0.0676
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_4,0,50,3.4189,89.7763,0.985,0.0,0.0476
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_5,52,102,3.3264,31.5742,0.9619,0.0,0.0751
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_6,16,66,2.6194,43.6025,0.9802,0.0,0.042
ZH33,375AC,M,Day,072924A,3,ZH33_375AC_M_Day_072924A_all,0,50,2.147,72.7212,0.9928,0.0,0.0205
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_1,2,52,3.1046,41.6572,0.9890000000000001,0.0,0.0369
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_2,0,50,3.6256,77.5587,0.9667,0.0,0.0762
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_3,22,72,3.9551,60.5843,0.9896,0.0,0.0456
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_4,66,116,3.4144,24.0608,0.9633,0.0,0.0755
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_5,40,90,2.7059,37.929,0.9428,0.0,0.0759
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_6,0,50,2.6167,77.52,0.9757,0.0,0.0466
ZH33,375AR,F,Day,072924A,1,ZH33_375AR_F_Day_072924A_all,0,50,2.6757,69.7803,0.9943,0.0,0.0227
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_1,67,117,2.5306,36.3553,0.9802,0.0,0.0405
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_2,52,102,2.5007,41.0547,0.9816,0.0,0.0386
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_3,32,82,3.3572,47.9083,0.9908,0.0,0.0365
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_4,9,59,3.548,66.2859,0.9862,0.0,0.0472
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_5,14,64,2.2478,36.5161,0.9679,0.0,0.0464
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_6,87,137,2.4952,45.5237,0.9753,0.0,0.0449
ZH33,375AR,F,Day,072924A,2,ZH33_375AR_F_Day_072924A_all,63,113,2.5083,57.348,0.9948,0.0,0.0203
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_1,63,113,3.6644,-7.3001,0.9762,0.0,0.0646
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_2,2,52,2.7234,79.562,0.9671,0.0,0.0568
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_3,14,64,3.2882,48.7374,0.9818,0.0,0.0504
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_4,48,98,2.6447,83.2357,0.9762,0.0,0.0466
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_5,29,79,1.5478,65.1707,0.8788,0.0,0.0667
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_6,32,82,3.6310000000000002,36.5254,0.9791,0.0,0.0599
ZH33,375AR,F,Day,072924A,3,ZH33_375AR_F_Day_072924A_all,29,79,2.4743,64.2092,0.9873,0.0,0.0316
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_1,38,88,3.4666,58.0878,0.9896,0.0,0.0399
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_2,73,123,2.9014,59.5535,0.9887,0.0,0.0348
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_3,7,57,3.2427,56.8194,0.9924,0.0,0.032
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_4,9,59,4.7155,71.0025,0.9784,0.0,0.0791
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_5,0,50,2.0851,116.2991,0.9446,0.0,0.0575
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_6,49,99,3.5476,38.5976,0.9699,0.0,0.0707
ZH33,375AR,M,Day,072924A,1,ZH33_375AR_M_Day_072924A_all,8,58,2.8874,78.8094,0.9966,0.0,0.0188
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_1,35,85,3.5658,20.6715,0.9845,0.0,0.0503
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_2,1,51,3.1451,97.9857,0.9919,0.0,0.0319
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_3,15,65,3.6335,69.3282,0.9885,0.0,0.0441
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_4,37,87,3.7507,35.7917,0.9819,0.0,0.0574
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_5,88,138,3.452,-10.138,0.9603,0.0,0.0795
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_6,32,82,3.3682,32.2186,0.9727,0.0,0.0638
ZH33,375AR,M,Day,072924A,2,ZH33_375AR_M_Day_072924A_all,35,85,2.8618,68.4544,0.9941,0.0,0.0248
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_1,81,131,3.0281,2.6458,0.9361,0.0,0.0903
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_2,62,112,3.5194,56.5283,0.9917,0.0,0.0362
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_3,9,59,2.7376,69.2027,0.9693,0.0,0.0551
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_4,54,104,2.5704,52.2319,0.9665,0.0,0.0542
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_5,27,77,4.0781,32.7742,0.9856,0.0,0.0555
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_6,8,58,2.7387,65.6139,0.9718,0.0,0.0527
ZH33,375AR,M,Day,072924A,3,ZH33_375AR_M_Day_072924A_all,8,58,2.5493,71.33,0.9911,0.0,0.0271
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_1,29,79,0.8579,41.1783,0.9741,0.0,0.0158
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_2,50,100,1.0318,47.4246,0.7627,0.0,0.0694
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_3,79,129,1.3554,9.1606,0.9779,0.0,0.023
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_4,34,84,1.3261,27.622,0.971,0.0,0.0259
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_5,84,134,2.1874,-16.7445,0.966,0.0,0.0465
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_6,63,113,2.1109999999999998,-18.0967,0.9859,0.0,0.0284
ZH33,OreAC,F,Day,072924A,1,ZH33_OreAC_F_Day_072924A_all,90,140,1.4544,15.6854,0.9898,0.0,0.0166
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_1,91,141,1.255,-4.2271,0.9644,0.0,0.0273
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_2,75,125,1.5883,8.5984,0.9785,0.0,0.0266
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_3,58,108,0.6788,30.9173,0.9544,0.0,0.0169
ZH33,OreAC,F,Day,072924A,2,ZH33_OreAC_F_Day_072924A_4,91,141,1.4598,-2.2889,0.9590000000000001,0.0,0.0343
