Mito,Nuc,Sex,Day,Day2,rep,vial_ID,first_frame,last_frame,slope,intercept,r_value,p_value,std_err
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_6,62,112,1.2611,9.0261,0.9864,0.0,0.0167
ZW142,OreAR,F,Day,072924A,5,ZW142_OreAR_F_Day_072924A_all,63,113,1.3068,25.9868,0.9939,0.0,0.0115
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_1,65,115,1.8162,-13.3644,0.9807,0.0,0.0288
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_2,86,136,0.7888,24.1444,0.9295,0.0,0.0248
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_3,64,114,1.1677,25.5674,0.9668,0.0,0.0245
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_4,79,129,1.4519,-0.3344,0.9657,0.0,0.031
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_5,71,121,0.9387,33.2422,0.9634,0.0,0.0207
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_6,53,103,1.2908,12.4248,0.9731,0.0,0.0243
ZW142,OreAR,F,Day,072924A,6,ZW142_OreAR_F_Day_072924A_all,79,129,1.273,12.0801,0.9951,0.0,0.0101
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_1,41,91,3.0233,41.5482,0.9695,0.0,0.0607
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_2,26,76,2.4361,55.2198,0.983,0.0,0.0361
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_3,62,112,4.0018,-5.6997,0.9954,0.0,0.0306
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_4,32,82,2.0995,45.4958,0.975,0.0,0.038
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_5,62,112,2.6815,-0.8761,0.9897,0.0,0.0308
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_6,37,87,2.6689999999999996,35.311,0.9896,0.0,0.0309
ZW142,OreAR,M,Day,072924A,4,ZW142_OreAR_M_Day_072924A_all,41,91,2.5223,40.6334,0.9975,0.0,0.013999999999999999
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_1,51,101,3.6452,-27.8265,0.9849,0.0,0.0509
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_2,77,127,2.9718,-18.0037,0.9871,0.0,0.0382
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_3,28,78,3.3536,4.6073,0.9855,0.0,0.0458
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_4,28,78,1.5838,35.5451,0.9732,0.0,0.0297
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_5,5,55,1.3426,57.3513,0.9647,0.0,0.0291
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_6,62,112,2.9356,-10.017000000000001,0.9797,0.0,0.0477
ZW142,OreAR,M,Day,072924A,5,ZW142_OreAR_M_Day_072924A_all,25,75,1.9991,30.3409,0.9937,0.0,0.0179
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_1,58,108,2.299,-23.1656,0.9801,0.0,0.037000000000000005
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_2,61,111,2.1069,19.5482,0.9459,0.0,0.0573
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_3,92,142,3.3577,-73.1939,0.9756,0.0,0.0599
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_4,53,103,1.7915,12.3556,0.9838,0.0,0.0259
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_5,72,122,0.9464,16.9152,0.9309999999999999,0.0,0.0295
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_6,77,127,2.1263,-17.8008,0.9774,0.0,0.0365
ZW142,OreAR,M,Day,072924A,6,ZW142_OreAR_M_Day_072924A_all,72,122,1.7573,8.2135,0.9931,0.0,0.0165
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_1,92,142,3.9701,-73.8022,0.9873,0.0,0.0506
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_2,40,90,2.0398,26.7514,0.9767,0.0,0.0356
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_3,74,124,2.4404,18.996,0.9812,0.0,0.0381
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_4,70,120,2.9677,6.0214,0.9854,0.0,0.0407
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_5,29,79,1.8936,51.3892,0.96,0.0,0.0439
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_6,73,123,2.6912,-5.3107,0.9931,0.0,0.0251
sm21,375AC,F,Day,072924A,1,sm21_375AC_F_Day_072924A_all,82,132,2.414,20.6859,0.996,0.0,0.0171
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_1,25,75,2.9111,17.7369,0.9872,0.0,0.0373
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_2,43,93,2.9684,38.461,0.9832,0.0,0.0438
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_3,8,58,2.5717,57.8707,0.981,0.0,0.0403
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_4,5,55,3.1622,44.7148,0.9813,0.0,0.0493
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_5,53,103,3.5246,4.5205,0.9837,0.0,0.0512
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_6,31,81,2.1434,34.6359,0.9894,0.0,0.025
sm21,375AC,F,Day,072924A,2,sm21_375AC_F_Day_072924A_all,25,75,2.6568,40.6641,0.9983,0.0,0.0124
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_1,1,51,2.5814,86.0334,0.9343,0.0,0.0782
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_2,34,84,3.0737,21.1542,0.992,0.0,0.0311
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_3,59,109,3.6007,-7.2248,0.9965,0.0,0.024
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_4,63,113,3.3919,6.1364,0.9874,0.0,0.0432
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_5,22,72,2.8163,30.9363,0.9876,0.0,0.0356
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_6,6,56,2.4246,46.5729,0.9819,0.0,0.0372
sm21,375AC,F,Day,072924A,3,sm21_375AC_F_Day_072924A_all,32,82,2.727,40.3531,0.9962,0.0,0.0188
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_1,22,72,1.7323,70.915,0.9503,0.0,0.0451
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_2,18,68,3.1703,43.9459,0.9801,0.0,0.0509
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_3,46,96,3.6729,26.3909,0.9785,0.0,0.0615
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_4,25,75,2.9637,48.7175,0.9222,0.0,0.0986
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_5,82,132,3.9692,-45.4633,0.9887,0.0,0.0477
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_6,39,89,3.2881,-1.5148,0.9681,0.0,0.0676
sm21,375AC,M,Day,072924A,1,sm21_375AC_M_Day_072924A_all,42,92,2.7518,41.5058,0.9924,0.0,0.0271
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_1,19,69,3.9044,57.3869,0.9864,0.0,0.0517
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_2,63,113,3.2447,70.5159,0.9693,0.0,0.0653
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_3,45,95,2.6395,76.4815,0.9599,0.0,0.0612
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_4,19,69,3.0742,98.7765,0.9605,0.0,0.0706
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_5,48,98,3.1334,65.6714,0.987,0.0,0.0405
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_6,51,101,2.9164,44.0955,0.9463,0.0,0.0791
sm21,375AC,M,Day,072924A,2,sm21_375AC_M_Day_072924A_all,23,73,2.6672,85.37,0.9917,0.0,0.0275
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_1,27,77,2.7862,35.7112,0.9790000000000001,0.0,0.0461
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_2,52,102,2.2505,63.2654,0.9723,0.0,0.0429
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_3,26,76,2.7351,44.0849,0.9519,0.0,0.0698
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_4,10,60,3.3496,37.4306,0.9828,0.0,0.0499
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_5,5,55,2.7911,80.6646,0.973,0.0,0.0525
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_6,43,93,2.7230000000000003,32.2115,0.9755,0.0,0.0487
sm21,375AC,M,Day,072924A,3,sm21_375AC_M_Day_072924A_all,11,61,2.3648,61.7123,0.993,0.0,0.0223
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_1,0,50,2.3036,40.1873,0.9857,0.0,0.0312
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_2,10,60,2.9277,50.3141,0.9765,0.0,0.0513
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_3,8,58,2.1958,27.8942,0.9729,0.0,0.0414
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_4,14,64,2.9317,35.0786,0.9875,0.0,0.0372
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_5,11,61,1.9894,67.3414,0.9155,0.0,0.0694
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_6,17,67,3.3266,32.8738,0.9941,0.0,0.0289
sm21,375AR,F,Day,072924A,1,sm21_375AR_F_Day_072924A_all,13,63,2.5817,42.3756,0.9961,0.0,0.0182
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_1,6,56,3.0937,67.4067,0.9423,0.0,0.0872
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_2,11,61,2.8994,50.4165,0.9744,0.0,0.0531
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_3,36,86,2.5058,53.2542,0.9713,0.0,0.0487
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_4,30,80,2.9615,45.3115,0.9858,0.0,0.04
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_5,56,106,3.4682,23.2281,0.9871,0.0,0.0447
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_6,50,100,2.3076,50.0152,0.971,0.0,0.0451
sm21,375AR,F,Day,072924A,2,sm21_375AR_F_Day_072924A_all,7,57,2.2324,67.6772,0.9939,0.0,0.0197
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_1,71,121,2.4354,18.2722,0.9818,0.0,0.0374
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_2,74,124,3.4058,4.0016,0.9951,0.0,0.0267
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_3,92,142,3.3955,-16.7116,0.9824,0.0,0.0512
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_4,51,101,2.1152,69.3442,0.9297,0.0,0.0665
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_5,45,95,2.8166,41.6675,0.8745,0.0,0.124
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_6,65,115,2.8107,28.7999,0.955,0.0,0.0693
sm21,375AR,F,Day,072924A,3,sm21_375AR_F_Day_072924A_all,50,100,2.452,43.1458,0.9940000000000001,0.0,0.0214
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_1,87,137,4.2455,-8.8968,0.9905,0.0,0.0467
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_2,6,56,3.1196,75.9129,0.9807,0.0,0.0494
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_3,0,50,2.8944,77.70100000000001,0.9670000000000001,0.0,0.0605
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_4,38,88,4.0761,29.2321,0.9919,0.0,0.0415
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_5,66,116,3.6039999999999996,39.2503,0.9818,0.0,0.0553
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_6,92,142,2.6768,52.9748,0.9478,0.0,0.0715
sm21,375AR,M,Day,072924A,1,sm21_375AR_M_Day_072924A_all,5,55,2.5805,86.7946,0.9915,0.0,0.0269
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_1,47,97,2.9921,52.3652,0.8909,0.0,0.1211
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_2,23,73,3.2299,76.40899999999999,0.9731,0.0,0.0607
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_3,89,139,2.4655,128.0266,0.9755,0.0,0.0442
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_4,8,58,3.0168,92.7831,0.9674,0.0,0.0627
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_5,14,64,3.6812,73.1852,0.9855,0.0,0.0504
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_6,39,89,3.8605,49.9807,0.972,0.0,0.0741
sm21,375AR,M,Day,072924A,2,sm21_375AR_M_Day_072924A_all,48,98,2.7788,86.0642,0.9912,0.0,0.0294
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_1,32,82,2.9336,64.2084,0.9768,0.0,0.0511
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_2,5,55,2.4926,88.4568,0.9752,0.0,0.0449
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_3,52,102,1.9834,94.5825,0.9143,0.0,0.0698
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_4,33,83,2.2669,110.3886,0.9589,0.0,0.0533
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_5,10,60,2.4602,86.5372,0.9709,0.0,0.0482
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_6,15,65,2.8067,76.298,0.951,0.0,0.0724
sm21,375AR,M,Day,072924A,3,sm21_375AR_M_Day_072924A_all,5,55,1.84,103.4385,0.9884,0.0,0.0225
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_1,56,106,2.4466,25.5873,0.956,0.0,0.0596
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_2,92,142,2.5369,-14.3573,0.9944,0.0,0.0213
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_3,72,122,2.9828,2.8654,0.9879,0.0,0.0372
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_4,90,140,2.6804,-42.6002,0.9678,0.0,0.0554
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_5,90,140,2.8787,-12.0192,0.9726,0.0,0.0547
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_6,31,81,2.0011,52.8729,0.9814,0.0,0.0311
sm21,OreAC,F,Day,072924A,1,sm21_OreAC_F_Day_072924A_all,59,109,2.2547,22.3382,0.9951,0.0,0.0177
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_1,91,141,2.9597,-72.041,0.9542,0.0,0.0737
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_2,92,142,2.5340000000000003,-55.7794,0.9789,0.0,0.042
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_3,78,128,1.3892,24.7111,0.9571,0.0,0.0334
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_4,60,110,1.2447,9.4669,0.9828,0.0,0.0185
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_5,39,89,1.3090000000000002,17.5329,0.9631,0.0,0.028999999999999998
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_6,74,124,1.2089,12.5546,0.9731,0.0,0.0227
sm21,OreAC,F,Day,072924A,2,sm21_OreAC_F_Day_072924A_all,64,114,1.3043,16.0007,0.9940000000000001,0.0,0.0114
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_1,87,137,1.651,-18.4992,0.9538,0.0,0.0413
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_2,88,138,1.89,-29.4946,0.9698,0.0,0.0377
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_3,55,105,1.2497,21.3028,0.9540000000000001,0.0,0.0312
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_4,80,130,2.1352,-39.1816,0.9687,0.0,0.0434
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_5,92,142,2.5031,-26.6358,0.9142,0.0,0.0881
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_6,86,136,1.6913,-13.6484,0.9723,0.0,0.0322
sm21,OreAC,F,Day,072924A,3,sm21_OreAC_F_Day_072924A_all,91,141,1.8661,-19.0381,0.9937,0.0,0.0167
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_1,44,94,2.7698,-7.9758,0.9843,0.0,0.0394
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_2,52,102,2.4989,19.2547,0.9953,0.0,0.0193
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_3,30,80,1.5230000000000001,44.6365,0.9754,0.0,0.0273
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_4,56,106,2.016,51.9438,0.9883,0.0,0.0247
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_5,76,126,1.3783,35.2011,0.9879,0.0,0.0171
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_6,91,141,1.5764,104.4878,0.9684,0.0,0.0322
sm21,OreAC,M,Day,072924A,1,sm21_OreAC_M_Day_072924A_all,56,106,2.0227,37.9791,0.9969,0.0,0.0126
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_1,29,79,3.5451,28.4842,0.9845,0.0,0.0502
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_2,72,122,2.7884,2.0814,0.9893,0.0,0.0326
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_3,20,70,1.9784,52.3784,0.9669,0.0,0.0414
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_4,71,121,3.1858,24.9693,0.9972,0.0,0.019
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_5,54,104,1.7509,49.1277,0.9907,0.0,0.0191
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_6,81,131,2.2847,8.2494,0.9912,0.0,0.0242
sm21,OreAC,M,Day,072924A,2,sm21_OreAC_M_Day_072924A_all,15,65,2.0198,48.6461,0.9952,0.0,0.0158
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_1,80,130,2.4678,-14.1993,0.9786,0.0,0.0411
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_2,76,126,3.0656,-12.2576,0.9695,0.0,0.0615
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_3,24,74,1.5698,41.3081,0.9704,0.0,0.031
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_4,75,125,1.9505,52.5571,0.9783,0.0,0.0328
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_5,14,64,2.0322,49.4398,0.9451,0.0,0.0557
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_6,85,135,3.2533,3.5045,0.9878,0.0,0.0407
sm21,OreAC,M,Day,072924A,3,sm21_OreAC_M_Day_072924A_all,25,75,1.9415,42.7448,0.9932,0.0,0.018000000000000002
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_1,84,134,1.8202,8.2691,0.9666,0.0,0.0383
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_2,48,98,3.3417,-2.89,0.9844,0.0,0.0474
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_3,29,79,1.2719,37.3221,0.9595,0.0,0.0296
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_4,46,96,3.3898,-18.8565,0.9842,0.0,0.0484
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_5,57,107,2.2176,0.547,0.9836,0.0,0.0322
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_6,5,55,2.1551,53.5601,0.9712,0.0,0.042
sm21,OreAR,F,Day,072924A,1,sm21_OreAR_F_Day_072924A_all,49,99,2.3391,14.9683,0.9955,0.0,0.0177
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_1,27,77,2.8624,1.3573,0.9788,0.0,0.0475
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_2,85,135,2.5679,-31.0239,0.9741,0.0,0.0473
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_3,26,76,2.0858,3.8192,0.9764,0.0,0.0366
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_4,59,109,2.965,-35.9026,0.9876,0.0,0.0374
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_5,46,96,1.73,7.6692,0.9795,0.0,0.0282
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_6,87,137,2.4957,-10.6517,0.9793,0.0,0.0409
sm21,OreAR,F,Day,072924A,2,sm21_OreAR_F_Day_072924A_all,29,79,1.8266,18.797,0.9966,0.0,0.0119
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_1,41,91,1.3532,20.8448,0.9793,0.0,0.0222
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_2,57,107,1.9523,11.1057,0.9756,0.0,0.0349
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_3,89,139,3.062,-90.6716,0.9792,0.0,0.0503
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_4,82,132,1.8702,-4.9505,0.9795,0.0,0.0305
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_5,48,98,1.8895,12.7222,0.9428,0.0,0.053
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_6,74,124,2.3683,-18.0875,0.9916,0.0,0.0245
sm21,OreAR,F,Day,072924A,3,sm21_OreAR_F_Day_072924A_all,62,112,1.7581,6.2195,0.9958,0.0,0.0129
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_1,15,65,2.5425,25.3628,0.992,0.0,0.0257
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_2,73,123,2.8748,29.2637,0.978,0.0,0.0487
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_3,60,110,3.6914,-53.7873,0.9844,0.0,0.0524
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_4,11,61,2.2063,37.1199,0.9842,0.0,0.0315
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_5,59,109,2.4023,23.8005,0.9716,0.0,0.0465
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_6,18,68,1.0541,35.7845,0.971,0.0,0.0206
sm21,OreAR,M,Day,072924A,1,sm21_OreAR_M_Day_072924A_all,18,68,1.9976,33.0468,0.9968,0.0,0.0127
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_1,62,112,2.8179,-6.1638,0.9875,0.0,0.0357
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_2,28,78,2.6287,24.9305,0.9804,0.0,0.042
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_3,37,87,1.8896,25.8886,0.9649,0.0,0.0408
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_4,92,142,2.9608,-13.7927,0.98,0.0,0.0478
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_5,91,141,2.5391,17.0067,0.9905,0.0,0.027999999999999997
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_6,5,55,0.8402,32.086999999999996,0.9637,0.0,0.0185
sm21,OreAR,M,Day,072924A,2,sm21_OreAR_M_Day_072924A_all,63,113,2.2781,14.9992,0.9951,0.0,0.0179
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_1,81,131,2.642,3.3395,0.9792,0.0,0.0435
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_2,25,75,2.4359,28.9924,0.9804,0.0,0.0388
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_3,71,121,2.5222,27.6357,0.996,0.0,0.0179
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_4,23,73,2.4617,42.6813,0.9811,0.0,0.0386
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_5,83,133,1.8823,67.1519,0.9625,0.0,0.0421
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_6,44,94,2.4993,-1.0738,0.9785,0.0,0.0418
sm21,OreAR,M,Day,072924A,3,sm21_OreAR_M_Day_072924A_all,27,77,2.3414,31.9787,0.9948,0.0,0.019
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_1,60,110,3.3538,-31.3695,0.9808,0.0,0.0529
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_2,92,142,3.1408,-33.0615,0.9674,0.0,0.0653
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_3,40,90,2.7328,20.4004,0.9443,0.0,0.0756
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_4,32,82,1.9665,27.4084,0.9832,0.0,0.028999999999999998
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_5,35,85,2.7824,33.0841,0.9838,0.0,0.0403
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_6,60,110,3.9094,-11.8071,0.9845,0.0,0.0552
yak,375AC,F,Day,072924A,1,yak_375AC_F_Day_072924A_all,60,110,2.6964,15.6999,0.9951,0.0,0.0213
