Stock,Vial,Treatment,Set,TSE,Build,Total,MitoNuc,Mito,Nuc,Set_adj,Pos_adj,Total_treat,Y_adj,Larval_density
42A,5,Control,4,10.9473684210526,A,76,yak_Ore,yak,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.8498769414158,0.924762458793872
45A,1,Control,4,11.219298245614,A,57,sm21_375,sm21,375,11.0031769053606,10.9056854257238,82.1832669322709,11.1218067659772,0.693571844095404
45A,3,Control,4,11.3076923076923,A,52,sm21_375,sm21,375,11.0031769053606,10.9056854257238,82.1832669322709,11.2102008280555,0.632732208648439
45A,5,Control,4,11.0272727272727,A,55,sm21_375,sm21,375,11.0031769053606,10.9056854257238,82.1832669322709,10.9297812476359,0.669235989916618
46A,1,Control,4,11.1266666666667,A,75,yak_375,yak,375,11.0031769053606,10.9056854257238,82.1832669322709,11.0291751870299,0.912594531704479
46A,3,Control,4,11.3219178082192,A,73,yak_375,yak,375,11.0031769053606,10.9056854257238,82.1832669322709,11.2244263285824,0.888258677525693
46A,5,Control,4,11.458904109589,A,73,yak_375,yak,375,11.0031769053606,10.9056854257238,82.1832669322709,11.3614126299522,0.888258677525693
Ore,1,Control,4,10.343137254902,parental,51,Ore_Ore,Ore,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.2456457752652,0.620564281559046
Ore,3,Control,4,9.88461538461539,parental,13,Ore_Ore,Ore,Ore,11.0031769053606,10.9056854257238,82.1832669322709,9.78712390497857,0.15818305216211
Ore,5,Control,4,10.0714285714286,parental,42,Ore_Ore,Ore,Ore,11.0031769053606,10.9056854257238,82.1832669322709,9.97393709179178,0.511052937754508
375,1,Control,4,10.66,parental,50,375_375,375,375,11.0031769053606,10.9056854257238,82.1832669322709,10.5625085203632,0.608396354469653
375,3,Control,4,10.8333333333333,parental,3,375_375,375,375,11.0031769053606,10.9056854257238,82.1832669322709,10.7358418536965,0.0365037812681792
375,5,Control,4,11.0740740740741,parental,54,375_375,375,375,11.0031769053606,10.9056854257238,82.1832669322709,10.9765825944373,0.657068062827225
5B,1,Control,4,10.9375,B,32,ZW09_Ore,ZW09,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.8400085203632,0.389373666860578
5B,3,Control,4,10,B,2,ZW09_Ore,ZW09,Ore,11.0031769053606,10.9056854257238,82.1832669322709,9.90250852036318,0.0243358541787861
5B,5,Control,4,10.4285714285714,B,14,ZW09_Ore,ZW09,Ore,11.0031769053606,10.9056854257238,82.1832669322709,10.3310799489346,0.170350979251503
13A,1,Control,4,11.3363636363636,A,55,ZW133_375,ZW133,375,11.0031769053606,10.9056854257238,82.1832669322709,11.2388721567268,0.669235989916618
13A,3,Control,4,11.3571428571429,A,56,ZW133_375,ZW133,375,11.0031769053606,10.9056854257238,82.1832669322709,11.2596513775061,0.681403917006011
13A,5,Control,4,11.55,A,40,ZW133_375,ZW133,375,11.0031769053606,10.9056854257238,82.1832669322709,11.4525085203632,0.486717083575722
6A,1,Rotenone,4,11.44,A,100,ZH42_Ore,ZH42,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.5653266289944,1.44981949458484
6A,3,Rotenone,4,10.9818181818182,A,110,ZH42_Ore,ZH42,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.1071448108126,1.59480144404332
6A,5,Rotenone,4,11.2532467532468,A,77,ZH42_Ore,ZH42,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.3785733822412,1.11636101083032
6B,1,Rotenone,4,10.4545454545455,B,44,ZH42_Ore,ZH42,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.5798720835399,0.637920577617328
6B,3,Rotenone,4,11.1756756756757,B,74,ZH42_Ore,ZH42,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.3010023046701,1.07286642599278
6B,5,Rotenone,4,10.6526717557252,B,131,ZH42_Ore,ZH42,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.7779983847196,1.89926353790614
15A,1,Rotenone,4,11.1086956521739,A,69,ZH42_375,ZH42,375,11.0542591098144,11.1795857388088,68.9741035856574,11.2340222811683,1.00037545126354
15A,3,Rotenone,4,11.4782608695652,A,46,ZH42_375,ZH42,375,11.0542591098144,11.1795857388088,68.9741035856574,11.6035874985596,0.666916967509025
15A,5,Rotenone,4,11.8448275862069,A,29,ZH42_375,ZH42,375,11.0542591098144,11.1795857388088,68.9741035856574,11.9701542152013,0.420447653429603
15B,1,Rotenone,4,10.8055555555556,B,72,ZH42_375,ZH42,375,11.0542591098144,11.1795857388088,68.9741035856574,10.93088218455,1.04387003610108
15B,3,Rotenone,4,10.9871794871795,B,78,ZH42_375,ZH42,375,11.0542591098144,11.1795857388088,68.9741035856574,11.1125061161739,1.13085920577617
15B,5,Rotenone,4,11.5793650793651,B,63,ZH42_375,ZH42,375,11.0542591098144,11.1795857388088,68.9741035856574,11.7046917083595,0.913386281588448
27A,1,Rotenone,4,10.35,A,100,Bei05_Ore,Bei05,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.4753266289944,1.44981949458484
27A,3,Rotenone,4,11.2222222222222,A,36,Bei05_Ore,Bei05,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.3475488512166,0.521935018050541
27A,5,Rotenone,4,10.3928571428571,A,56,Bei05_Ore,Bei05,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.5181837718515,0.811898916967509
27B,1,Rotenone,4,10.6509433962264,B,53,Bei05_Ore,Bei05,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.7762700252208,0.768404332129964
27B,3,Rotenone,4,10.6710526315789,B,76,Bei05_Ore,Bei05,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.7963792605733,1.10186281588448
27B,5,Rotenone,4,10.4166666666667,B,84,Bei05_Ore,Bei05,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.5419932956611,1.21784837545126
37A,1,Rotenone,4,10.8962264150943,A,53,Bei05_375,Bei05,375,11.0542591098144,11.1795857388088,68.9741035856574,11.0215530440887,0.768404332129964
37A,3,Rotenone,4,11.6184210526316,A,76,Bei05_375,Bei05,375,11.0542591098144,11.1795857388088,68.9741035856574,11.743747681626,1.10186281588448
37A,5,Rotenone,4,10.9594594594595,A,74,Bei05_375,Bei05,375,11.0542591098144,11.1795857388088,68.9741035856574,11.0847860884539,1.07286642599278
37B,1,Rotenone,4,10.6311475409836,B,61,Bei05_375,Bei05,375,11.0542591098144,11.1795857388088,68.9741035856574,10.756474169978,0.884389891696751
37B,3,Rotenone,4,11.1274509803922,B,51,Bei05_375,Bei05,375,11.0542591098144,11.1795857388088,68.9741035856574,11.2527776093866,0.739407942238267
37B,5,Rotenone,4,10.8166666666667,B,60,Bei05_375,Bei05,375,11.0542591098144,11.1795857388088,68.9741035856574,10.9419932956611,0.869891696750902
41A,1,Rotenone,4,10.4759036144578,A,83,sm21_Ore,sm21,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.6012302434522,1.20335018050542
41A,3,Rotenone,4,10.6290322580645,A,93,sm21_Ore,sm21,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.7543588870589,1.3483321299639
41A,5,Rotenone,4,10.78125,A,64,sm21_Ore,sm21,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.9065766289944,0.927884476534296
42A,1,Rotenone,4,10.9747474747475,A,99,yak_Ore,yak,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.1000741037419,1.43532129963899
42A,3,Rotenone,4,11.1521739130435,A,46,yak_Ore,yak,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.2775005420379,0.666916967509025
42A,5,Rotenone,4,11.3055555555556,A,36,yak_Ore,yak,Ore,11.0542591098144,11.1795857388088,68.9741035856574,11.43088218455,0.521935018050541
45A,1,Rotenone,4,11.2014925373134,A,67,sm21_375,sm21,375,11.0542591098144,11.1795857388088,68.9741035856574,11.3268191663078,0.971379061371841
45A,3,Rotenone,4,11.2313432835821,A,67,sm21_375,sm21,375,11.0542591098144,11.1795857388088,68.9741035856574,11.3566699125765,0.971379061371841
45A,5,Rotenone,4,11.1805555555556,A,72,sm21_375,sm21,375,11.0542591098144,11.1795857388088,68.9741035856574,11.30588218455,1.04387003610108
46A,1,Rotenone,4,11.5540540540541,A,74,yak_375,yak,375,11.0542591098144,11.1795857388088,68.9741035856574,11.6793806830485,1.07286642599278
46A,3,Rotenone,4,11.5416666666667,A,72,yak_375,yak,375,11.0542591098144,11.1795857388088,68.9741035856574,11.6669932956611,1.04387003610108
46A,5,Rotenone,4,11.2567567567568,A,74,yak_375,yak,375,11.0542591098144,11.1795857388088,68.9741035856574,11.3820833857512,1.07286642599278
Ore,1,Rotenone,4,9.75,parental,24,Ore_Ore,Ore,Ore,11.0542591098144,11.1795857388088,68.9741035856574,9.87532662899439,0.347956678700361
Ore,3,Rotenone,4,10.1296296296296,parental,27,Ore_Ore,Ore,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.254956258624,0.391451263537906
Ore,5,Rotenone,4,10.425,parental,40,Ore_Ore,Ore,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.5503266289944,0.579927797833935
375,1,Rotenone,4,12.1071428571429,parental,56,375_375,375,375,11.0542591098144,11.1795857388088,68.9741035856574,12.2324694861373,0.811898916967509
375,3,Rotenone,4,12.0217391304348,parental,46,375_375,375,375,11.0542591098144,11.1795857388088,68.9741035856574,12.1470657594292,0.666916967509025
375,5,Rotenone,4,11.2586206896552,parental,29,375_375,375,375,11.0542591098144,11.1795857388088,68.9741035856574,11.3839473186496,0.420447653429603
5B,1,Rotenone,4,10.4230769230769,B,13,ZW09_Ore,ZW09,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.5484035520713,0.188476534296029
5B,3,Rotenone,4,10.8529411764706,B,17,ZW09_Ore,ZW09,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.978267805465,0.246469314079422
5B,5,Rotenone,4,10.75,B,4,ZW09_Ore,ZW09,Ore,11.0542591098144,11.1795857388088,68.9741035856574,10.8753266289944,0.0579927797833935
13A,1,Rotenone,4,11.0769230769231,A,52,ZW133_375,ZW133,375,11.0542591098144,11.1795857388088,68.9741035856574,11.2022497059175,0.753906137184115
13A,3,Rotenone,4,11.2462686567164,A,67,ZW133_375,ZW133,375,11.0542591098144,11.1795857388088,68.9741035856574,11.3715952857108,0.971379061371841
13A,5,Rotenone,4,11.3153846153846,A,65,ZW133_375,ZW133,375,11.0542591098144,11.1795857388088,68.9741035856574,11.440711244379,0.942382671480144
8A,1,Control,5,10.5,A,2,ZH26_Ore,ZH26,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.0504573911843,0.0243358541787861
8B,1,Control,5,10.6868131868132,B,91,ZH26_Ore,ZH26,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.2372705779975,1.10728136513477
8B,3,Control,5,10.7222222222222,B,54,ZH26_Ore,ZH26,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.2726796134065,0.657068062827225
8B,5,Control,5,11.0106382978723,B,94,ZH26_Ore,ZH26,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.5610956890566,1.14378514640295
17A,1,Control,5,10.469696969697,A,66,ZH26_375,ZH26,375,10.3552280345395,10.9056854257238,82.1832669322709,11.0201543608813,0.803083187899942
17A,3,Control,5,10.3235294117647,A,17,ZH26_375,ZH26,375,10.3552280345395,10.9056854257238,82.1832669322709,10.873986802949,0.206854760519682
17A,5,Control,5,10.8548387096774,A,62,ZH26_375,ZH26,375,10.3552280345395,10.9056854257238,82.1832669322709,11.4052961008617,0.75441147954237
17B,1,Control,5,10.25,B,24,ZH26_375,ZH26,375,10.3552280345395,10.9056854257238,82.1832669322709,10.8004573911843,0.292030250145433
17B,3,Control,5,10.5185185185185,B,54,ZH26_375,ZH26,375,10.3552280345395,10.9056854257238,82.1832669322709,11.0689759097028,0.657068062827225
17B,5,Control,5,10.530303030303,B,33,ZH26_375,ZH26,375,10.3552280345395,10.9056854257238,82.1832669322709,11.0807604214873,0.401541593949971
28A,1,Control,5,9.53448275862069,A,29,Bei04_Ore,Bei04,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.084940149805,0.352869885592399
28A,3,Control,5,10.0714285714286,A,56,Bei04_Ore,Bei04,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.6218859626129,0.681403917006011
28A,5,Control,5,9.22727272727273,A,22,Bei04_Ore,Bei04,Ore,10.3552280345395,10.9056854257238,82.1832669322709,9.77773011845702,0.267694395966647
28B,1,Control,5,10.0810810810811,B,74,Bei04_Ore,Bei04,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.6315384722654,0.900426604615086
28B,3,Control,5,10.21875,B,96,Bei04_Ore,Bei04,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.7692073911843,1.16812100058173
28B,5,Control,5,10.4058823529412,B,85,Bei04_Ore,Bei04,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.9563397441255,1.03427380259841
38A,1,Control,5,11.2042253521127,A,71,Bei04_375,Bei04,375,10.3552280345395,10.9056854257238,82.1832669322709,11.754682743297,0.863922823346907
38A,3,Control,5,11.0696202531646,A,79,Bei04_375,Bei04,375,10.3552280345395,10.9056854257238,82.1832669322709,11.6200776443489,0.961266240062052
38A,5,Control,5,11.2272727272727,A,77,Bei04_375,Bei04,375,10.3552280345395,10.9056854257238,82.1832669322709,11.777730118457,0.936930385883265
38B,1,Control,5,11.2179487179487,B,117,Bei04_375,Bei04,375,10.3552280345395,10.9056854257238,82.1832669322709,11.768406109133,1.42364746945899
38B,3,Control,5,10.828125,B,128,Bei04_375,Bei04,375,10.3552280345395,10.9056854257238,82.1832669322709,11.3785823911843,1.55749466744231
38B,5,Control,5,11.1931818181818,B,88,Bei04_375,Bei04,375,10.3552280345395,10.9056854257238,82.1832669322709,11.7436392093661,1.07077758386659
41A,1,Control,5,9.30851063829787,A,47,sm21_Ore,sm21,Ore,10.3552280345395,10.9056854257238,82.1832669322709,9.85896802948216,0.571892573201474
41A,3,Control,5,9.8125,A,48,sm21_Ore,sm21,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.3629573911843,0.584060500290867
41A,5,Control,5,9.975,A,80,sm21_Ore,sm21,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.5254573911843,0.973434167151445
42A,1,Control,5,8.7,A,5,yak_Ore,yak,Ore,10.3552280345395,10.9056854257238,82.1832669322709,9.25045739118429,0.0608396354469653
42A,3,Control,5,9,A,8,yak_Ore,yak,Ore,10.3552280345395,10.9056854257238,82.1832669322709,9.55045739118429,0.0973434167151445
42A,5,Control,5,9.14705882352941,A,17,yak_Ore,yak,Ore,10.3552280345395,10.9056854257238,82.1832669322709,9.6975162147137,0.206854760519682
45A,1,Control,5,10.9591836734694,A,98,sm21_375,sm21,375,10.3552280345395,10.9056854257238,82.1832669322709,11.5096410646537,1.19245685476052
45A,3,Control,5,10.6276595744681,A,94,sm21_375,sm21,375,10.3552280345395,10.9056854257238,82.1832669322709,11.1781169656524,1.14378514640295
45A,5,Control,5,10.825,A,80,sm21_375,sm21,375,10.3552280345395,10.9056854257238,82.1832669322709,11.3754573911843,0.973434167151445
46A,1,Control,5,11.0888888888889,A,90,yak_375,yak,375,10.3552280345395,10.9056854257238,82.1832669322709,11.6393462800732,1.09511343804538
46A,3,Control,5,10.7857142857143,A,84,yak_375,yak,375,10.3552280345395,10.9056854257238,82.1832669322709,11.3361716768986,1.02210587550902
46A,5,Control,5,10.7395833333333,A,96,yak_375,yak,375,10.3552280345395,10.9056854257238,82.1832669322709,11.2900407245176,1.16812100058173
Ore,1,Control,5,10.7921348314607,parental,89,Ore_Ore,Ore,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.342592222645,1.08294551095598
Ore,3,Control,5,11.3454545454545,parental,110,Ore_Ore,Ore,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.8959119366388,1.33847197983324
Ore,5,Control,5,10.3558558558559,parental,111,Ore_Ore,Ore,Ore,10.3552280345395,10.9056854257238,82.1832669322709,10.9063132470402,1.35063990692263
375,1,Control,5,10.877358490566,parental,53,375_375,375,375,10.3552280345395,10.9056854257238,82.1832669322709,11.4278158817503,0.644900135737832
375,3,Control,5,11.1071428571429,parental,56,375_375,375,375,10.3552280345395,10.9056854257238,82.1832669322709,11.6576002483272,0.681403917006011
375,5,Control,5,10.9470588235294,parental,85,375_375,375,375,10.3552280345395,10.9056854257238,82.1832669322709,11.4975162147137,1.03427380259841
5B,1,Control,5,11.4850746268657,B,67,ZW09_Ore,ZW09,Ore,10.3552280345395,10.9056854257238,82.1832669322709,12.03553201805,0.815251114989335
5B,3,Control,5,10.7666666666667,B,60,ZW09_Ore,ZW09,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.317124057851,0.730075625363584
5B,5,Control,5,10.8529411764706,B,34,ZW09_Ore,ZW09,Ore,10.3552280345395,10.9056854257238,82.1832669322709,11.4033985676549,0.413709521039364
8A,3,Rotenone,5,9.25,A,12,ZH26_Ore,ZH26,Ore,10.8801778126736,11.1795857388088,68.9741035856574,9.54940792613522,0.173978339350181
8A,5,Rotenone,5,10.4473684210526,A,19,ZH26_Ore,ZH26,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.7467763471878,0.275465703971119
8B,1,Rotenone,5,10.8653846153846,B,52,ZH26_Ore,ZH26,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.1647925415198,0.753906137184115
8B,3,Rotenone,5,10.6296296296296,B,54,ZH26_Ore,ZH26,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.9290375557648,0.782902527075812
8B,5,Rotenone,5,11.1060606060606,B,66,ZH26_Ore,ZH26,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.4054685321958,0.956880866425993
17A,1,Rotenone,5,10.9444444444444,A,72,ZH26_375,ZH26,375,10.8801778126736,11.1795857388088,68.9741035856574,11.2438523705796,1.04387003610108
17A,3,Rotenone,5,11.1166666666667,A,60,ZH26_375,ZH26,375,10.8801778126736,11.1795857388088,68.9741035856574,11.4160745928019,0.869891696750902
17A,5,Rotenone,5,10.9423076923077,A,52,ZH26_375,ZH26,375,10.8801778126736,11.1795857388088,68.9741035856574,11.2417156184429,0.753906137184115
17B,1,Rotenone,5,11.2234042553191,B,47,ZH26_375,ZH26,375,10.8801778126736,11.1795857388088,68.9741035856574,11.5228121814543,0.681415162454874
17B,3,Rotenone,5,10.0652173913043,B,23,ZH26_375,ZH26,375,10.8801778126736,11.1795857388088,68.9741035856574,10.3646253174395,0.333458483754513
17B,5,Rotenone,5,10.9901960784314,B,51,ZH26_375,ZH26,375,10.8801778126736,11.1795857388088,68.9741035856574,11.2896040045666,0.739407942238267
28A,1,Rotenone,5,9.1,A,15,Bei04_Ore,Bei04,Ore,10.8801778126736,11.1795857388088,68.9741035856574,9.39940792613522,0.217472924187726
28A,3,Rotenone,5,10.6857142857143,A,70,Bei04_Ore,Bei04,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.9851222118495,1.01487364620939
28A,5,Rotenone,5,11.1304347826087,A,46,Bei04_Ore,Bei04,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.4298427087439,0.666916967509025
28B,1,Rotenone,5,10.5655737704918,B,61,Bei04_Ore,Bei04,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.864981696627,0.884389891696751
28B,3,Rotenone,5,10.7692307692308,B,78,Bei04_Ore,Bei04,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.068638695366,1.13085920577617
28B,5,Rotenone,5,10.7608695652174,B,92,Bei04_Ore,Bei04,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.0602774913526,1.33383393501805
38A,1,Rotenone,5,11.3253968253968,A,63,Bei04_375,Bei04,375,10.8801778126736,11.1795857388088,68.9741035856574,11.624804751532,0.913386281588448
38A,3,Rotenone,5,10.9385964912281,A,57,Bei04_375,Bei04,375,10.8801778126736,11.1795857388088,68.9741035856574,11.2380044173633,0.826397111913357
38A,5,Rotenone,5,11.4591836734694,A,49,Bei04_375,Bei04,375,10.8801778126736,11.1795857388088,68.9741035856574,11.7585915996046,0.71041155234657
38B,1,Rotenone,5,10.9615384615385,B,65,Bei04_375,Bei04,375,10.8801778126736,11.1795857388088,68.9741035856574,11.2609463876737,0.942382671480144
38B,3,Rotenone,5,11.3333333333333,B,84,Bei04_375,Bei04,375,10.8801778126736,11.1795857388088,68.9741035856574,11.6327412594685,1.21784837545126
38B,5,Rotenone,5,11.15,B,80,Bei04_375,Bei04,375,10.8801778126736,11.1795857388088,68.9741035856574,11.4494079261352,1.15985559566787
41A,1,Rotenone,5,9.7,A,55,sm21_Ore,sm21,Ore,10.8801778126736,11.1795857388088,68.9741035856574,9.99940792613522,0.797400722021661
41A,3,Rotenone,5,10.8132530120482,A,83,sm21_Ore,sm21,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.1126609381834,1.20335018050542
41A,5,Rotenone,5,10.7058823529412,A,102,sm21_Ore,sm21,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.0052902790764,1.47881588447653
42A,1,Rotenone,5,9.82432432432432,A,37,yak_Ore,yak,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.1237322504595,0.53643321299639
42A,3,Rotenone,5,9.625,A,16,yak_Ore,yak,Ore,10.8801778126736,11.1795857388088,68.9741035856574,9.92440792613522,0.231971119133574
45A,1,Rotenone,5,11.2125,A,80,sm21_375,sm21,375,10.8801778126736,11.1795857388088,68.9741035856574,11.5119079261352,1.15985559566787
45A,3,Rotenone,5,11.268115942029,A,69,sm21_375,sm21,375,10.8801778126736,11.1795857388088,68.9741035856574,11.5675238681642,1.00037545126354
45A,5,Rotenone,5,10.8636363636364,A,66,sm21_375,sm21,375,10.8801778126736,11.1795857388088,68.9741035856574,11.1630442897716,0.956880866425993
46A,1,Rotenone,5,11.8695652173913,A,46,yak_375,yak,375,10.8801778126736,11.1795857388088,68.9741035856574,12.1689731435265,0.666916967509025
46A,3,Rotenone,5,11.921875,A,64,yak_375,yak,375,10.8801778126736,11.1795857388088,68.9741035856574,12.2212829261352,0.927884476534296
46A,5,Rotenone,5,12.24,A,50,yak_375,yak,375,10.8801778126736,11.1795857388088,68.9741035856574,12.5394079261352,0.724909747292419
Ore,1,Rotenone,5,10.7153846153846,parental,65,Ore_Ore,Ore,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.0147925415198,0.942382671480144
Ore,3,Rotenone,5,10.4350649350649,parental,77,Ore_Ore,Ore,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.7344728612001,1.11636101083032
Ore,5,Rotenone,5,10.3421052631579,parental,76,Ore_Ore,Ore,Ore,10.8801778126736,11.1795857388088,68.9741035856574,10.6415131892931,1.10186281588448
375,1,Rotenone,5,10.9,parental,60,375_375,375,375,10.8801778126736,11.1795857388088,68.9741035856574,11.1994079261352,0.869891696750902
375,3,Rotenone,5,11.1666666666667,parental,60,375_375,375,375,10.8801778126736,11.1795857388088,68.9741035856574,11.4660745928019,0.869891696750902
375,5,Rotenone,5,11.359649122807,parental,57,375_375,375,375,10.8801778126736,11.1795857388088,68.9741035856574,11.6590570489422,0.826397111913357
5B,1,Rotenone,5,11.8478260869565,B,23,ZW09_Ore,ZW09,Ore,10.8801778126736,11.1795857388088,68.9741035856574,12.1472340130917,0.333458483754513
5B,3,Rotenone,5,10.7758620689655,B,29,ZW09_Ore,ZW09,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.0752699951007,0.420447653429603
5B,5,Rotenone,5,11.1060606060606,B,33,ZW09_Ore,ZW09,Ore,10.8801778126736,11.1795857388088,68.9741035856574,11.4054685321958,0.478440433212996
9A,1,Control,6,11.0227272727273,A,132,ZH23_Ore,ZH23,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.6453902440138,1.60616637579988
9A,3,Control,6,11.0384615384615,A,104,ZH23_Ore,ZH23,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.661124509748,1.26546441729688
9A,5,Control,6,11.1489361702128,A,94,ZH23_Ore,ZH23,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.7715991414993,1.14378514640295
9B,1,Control,6,11.3478260869565,B,92,ZH23_Ore,ZH23,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.970489058243,1.11944929222416
9B,3,Control,6,11.2634408602151,B,93,ZH23_Ore,ZH23,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.8861038315016,1.13161721931355
9B,5,Control,6,11.6851851851852,B,81,ZH23_Ore,ZH23,Ore,11.2830224544373,10.9056854257238,82.1832669322709,11.3078481564717,0.985602094240838
18A,1,Control,6,10.7,A,55,ZH23_375,ZH23,375,11.2830224544373,10.9056854257238,82.1832669322709,10.3226629712865,0.669235989916618
18A,3,Control,6,11.3636363636364,A,66,ZH23_375,ZH23,375,11.2830224544373,10.9056854257238,82.1832669322709,10.9862993349229,0.803083187899942
18A,5,Control,6,11.3392857142857,A,56,ZH23_375,ZH23,375,11.2830224544373,10.9056854257238,82.1832669322709,10.9619486855722,0.681403917006011
18B,1,Control,6,11.1944444444444,B,36,ZH23_375,ZH23,375,11.2830224544373,10.9056854257238,82.1832669322709,10.8171074157309,0.43804537521815
18B,3,Control,6,11.6176470588235,B,34,ZH23_375,ZH23,375,11.2830224544373,10.9056854257238,82.1832669322709,11.24031003011,0.413709521039364
18B,5,Control,6,11.4473684210526,B,57,ZH23_375,ZH23,375,11.2830224544373,10.9056854257238,82.1832669322709,11.0700313923391,0.693571844095404
23A,1,Control,6,11.2522123893805,A,113,Bei38_Ore,Bei38,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.874875360667,1.37497576110142
23A,3,Control,6,11.2924528301887,A,106,Bei38_Ore,Bei38,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.9151158014752,1.28980027147566
23A,5,Control,6,11.2179487179487,A,117,Bei38_Ore,Bei38,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.8406116892352,1.42364746945899
23B,1,Control,6,11.8086419753086,B,81,Bei38_Ore,Bei38,Ore,11.2830224544373,10.9056854257238,82.1832669322709,11.4313049465951,0.985602094240838
23B,3,Control,6,11.4886363636364,B,88,Bei38_Ore,Bei38,Ore,11.2830224544373,10.9056854257238,82.1832669322709,11.1112993349229,1.07077758386659
23B,5,Control,6,11.5985915492958,B,71,Bei38_Ore,Bei38,Ore,11.2830224544373,10.9056854257238,82.1832669322709,11.2212545205823,0.863922823346907
33A,1,Control,6,11.1811594202899,A,69,Bei38_375,Bei38,375,11.2830224544373,10.9056854257238,82.1832669322709,10.8038223915764,0.839586969168121
33A,3,Control,6,11.3714285714286,A,70,Bei38_375,Bei38,375,11.2830224544373,10.9056854257238,82.1832669322709,10.9940915427151,0.851754896257514
33A,5,Control,6,11.3518518518519,A,81,Bei38_375,Bei38,375,11.2830224544373,10.9056854257238,82.1832669322709,10.9745148231384,0.985602094240838
33B,1,Control,6,11.8191489361702,B,47,Bei38_375,Bei38,375,11.2830224544373,10.9056854257238,82.1832669322709,11.4418119074567,0.571892573201474
33B,3,Control,6,11.5705882352941,B,85,Bei38_375,Bei38,375,11.2830224544373,10.9056854257238,82.1832669322709,11.1932512065806,1.03427380259841
33B,5,Control,6,11.5714285714286,B,56,Bei38_375,Bei38,375,11.2830224544373,10.9056854257238,82.1832669322709,11.1940915427151,0.681403917006011
41A,1,Control,6,10.820987654321,A,81,sm21_Ore,sm21,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.4436506256075,0.985602094240838
41A,3,Control,6,10.9622641509434,A,106,sm21_Ore,sm21,Ore,11.2830224544373,10.9056854257238,82.1832669322709,10.5849271222299,1.28980027147566
