Stock,Vial,Treatment,Set,TSE,Build,Total,MitoNuc,Mito,Nuc
1A,1,Rotenone,8,11.0961538461538,A,104,ZW144_Ore,ZW144,Ore
1A,2,Rotenone,8,11.2163120567376,A,141,ZW144_Ore,ZW144,Ore
1A,3,Rotenone,8,11.375,A,136,ZW144_Ore,ZW144,Ore
1B,1,Rotenone,8,10.6860465116279,B,86,ZW144_Ore,ZW144,Ore
1B,2,Rotenone,8,10.8586956521739,B,92,ZW144_Ore,ZW144,Ore
1B,3,Rotenone,8,10.9210526315789,B,95,ZW144_Ore,ZW144,Ore
2A,1,Rotenone,8,11.09,A,100,ZW142_Ore,ZW142,Ore
2A,2,Rotenone,8,10.9727272727273,A,55,ZW142_Ore,ZW142,Ore
2A,3,Rotenone,8,10.8544303797468,A,79,ZW142_Ore,ZW142,Ore
2B,1,Rotenone,8,11.0596330275229,B,109,ZW142_Ore,ZW142,Ore
2B,2,Rotenone,8,11.239837398374,B,123,ZW142_Ore,ZW142,Ore
2B,3,Rotenone,8,11.3064516129032,B,124,ZW142_Ore,ZW142,Ore
10A,1,Rotenone,8,10.75,A,76,ZW144_375,ZW144,375
10A,2,Rotenone,8,10.7073170731707,A,82,ZW144_375,ZW144,375
10A,3,Rotenone,8,11.0373134328358,A,67,ZW144_375,ZW144,375
10B,1,Rotenone,8,11.5428571428571,B,70,ZW144_375,ZW144,375
10B,2,Rotenone,8,11.4454545454545,B,55,ZW144_375,ZW144,375
10B,3,Rotenone,8,11.1363636363636,B,55,ZW144_375,ZW144,375
11A,1,Rotenone,8,10.5240963855422,A,83,ZW142_375,ZW142,375
11A,2,Rotenone,8,10.8802816901408,A,71,ZW142_375,ZW142,375
11A,3,Rotenone,8,10.5531914893617,A,94,ZW142_375,ZW142,375
11B,1,Rotenone,8,11.2142857142857,B,77,ZW142_375,ZW142,375
11B,2,Rotenone,8,10.7150537634409,B,93,ZW142_375,ZW142,375
11B,3,Rotenone,8,11.5390625,B,128,ZW142_375,ZW142,375
19A,1,Rotenone,8,11.4916666666667,A,120,Bei59_Ore,Bei59,Ore
19A,2,Rotenone,8,11.1261682242991,A,107,Bei59_Ore,Bei59,Ore
19A,3,Rotenone,8,11.2882352941176,A,85,Bei59_Ore,Bei59,Ore
19B,1,Rotenone,8,11.4133858267717,B,127,Bei59_Ore,Bei59,Ore
19B,2,Rotenone,8,11.3813559322034,B,118,Bei59_Ore,Bei59,Ore
19B,3,Rotenone,8,11.1946564885496,B,131,Bei59_Ore,Bei59,Ore
20A,1,Rotenone,8,11.1491228070175,A,57,Bei54_Ore,Bei54,Ore
20A,2,Rotenone,8,11.1140350877193,A,57,Bei54_Ore,Bei54,Ore
20A,3,Rotenone,8,10.530303030303,A,33,Bei54_Ore,Bei54,Ore
20B,1,Rotenone,8,11.2522123893805,B,113,Bei54_Ore,Bei54,Ore
20B,2,Rotenone,8,11.3503937007874,B,127,Bei54_Ore,Bei54,Ore
20B,3,Rotenone,8,11.3823529411765,B,119,Bei54_Ore,Bei54,Ore
29A,1,Rotenone,8,10.9430379746835,A,79,Bei59_375,Bei59,375
29A,2,Rotenone,8,10.7857142857143,A,56,Bei59_375,Bei59,375
29A,3,Rotenone,8,11.258064516129,A,62,Bei59_375,Bei59,375
29B,1,Rotenone,8,11.1666666666667,B,60,Bei59_375,Bei59,375
29B,2,Rotenone,8,11.3478260869565,B,46,Bei59_375,Bei59,375
29B,3,Rotenone,8,11.0384615384615,B,39,Bei59_375,Bei59,375
30A,1,Rotenone,8,10.8387096774194,A,62,Bei54_375,Bei54,375
30A,2,Rotenone,8,11.4266055045872,A,109,Bei54_375,Bei54,375
30A,3,Rotenone,8,11.1875,A,64,Bei54_375,Bei54,375
30B,1,Rotenone,8,11.3924731182796,B,93,Bei54_375,Bei54,375
30B,2,Rotenone,8,11.8166666666667,B,60,Bei54_375,Bei54,375
30B,3,Rotenone,8,11.6063829787234,B,94,Bei54_375,Bei54,375
41A,1,Rotenone,8,11.4487179487179,A,117,siI_Ore,siI,Ore
41A,2,Rotenone,8,11.6047619047619,A,105,siI_Ore,siI,Ore
41A,3,Rotenone,8,11.2049180327869,A,122,siI_Ore,siI,Ore
42A,1,Rotenone,8,11.4186046511628,A,86,yak_Ore,yak,Ore
42A,2,Rotenone,8,11.3631578947368,A,95,yak_Ore,yak,Ore
42A,3,Rotenone,8,11.1309523809524,A,84,yak_Ore,yak,Ore
45A,1,Rotenone,8,11.6413043478261,A,92,siI_375,siI,375
45A,2,Rotenone,8,11.5240963855422,A,83,siI_375,siI,375
45A,3,Rotenone,8,11.7673267326733,A,101,siI_375,siI,375
46A,1,Rotenone,8,11.8505154639175,A,97,yak_375,yak,375
46A,2,Rotenone,8,11.6428571428571,A,84,yak_375,yak,375
46A,3,Rotenone,8,11.8783783783784,A,111,yak_375,yak,375
Ore,1,Rotenone,8,9.9,parental,10,Ore_Ore,Ore,Ore
Ore,2,Rotenone,8,10.8333333333333,parental,3,Ore_Ore,Ore,Ore
Ore,3,Rotenone,8,9.875,parental,8,Ore_Ore,Ore,Ore
375,1,Rotenone,8,10.844262295082,parental,61,375_375,375,375
375,2,Rotenone,8,10.8809523809524,parental,63,375_375,375,375
375,3,Rotenone,8,11.2592592592593,parental,54,375_375,375,375
41A,1,Control,8,11.1981132075472,A,106,siI_Ore,siI,Ore
41A,2,Control,8,10.9397163120567,A,141,siI_Ore,siI,Ore
41A,3,Control,8,10.8783783783784,A,74,siI_Ore,siI,Ore
42A,1,Control,8,10.7828282828283,A,99,yak_Ore,yak,Ore
42A,2,Control,8,10.9949494949495,A,99,yak_Ore,yak,Ore
42A,3,Control,8,10.8956043956044,A,91,yak_Ore,yak,Ore
45A,1,Control,8,11.1875,A,96,siI_375,siI,375
45A,2,Control,8,11.3461538461538,A,130,siI_375,siI,375
45A,3,Control,8,11.2734375,A,128,siI_375,siI,375
46A,1,Control,8,10.8962264150943,A,106,yak_375,yak,375
46A,2,Control,8,10.6505376344086,A,93,yak_375,yak,375
46A,3,Control,8,10.948275862069,A,87,yak_375,yak,375
Ore,1,Control,8,10.5388349514563,parental,103,Ore_Ore,Ore,Ore
Ore,2,Control,8,10.36,parental,50,Ore_Ore,Ore,Ore
Ore,3,Control,8,10.6111111111111,parental,63,Ore_Ore,Ore,Ore
375,1,Control,8,11.484126984127,parental,63,375_375,375,375
375,2,Control,8,10.952380952381,parental,42,375_375,375,375
375,3,Control,8,11.0591397849462,parental,93,375_375,375,375
2A,1,Control,9,10.6949152542373,A,118,ZW142_Ore,ZW142,Ore
2A,2,Control,9,10.3203125,A,128,ZW142_Ore,ZW142,Ore
2A,3,Control,9,10.0625,A,112,ZW142_Ore,ZW142,Ore
4A,1,Control,9,10.0247524752475,A,101,ZW133_Ore,ZW133,Ore
4A,2,Control,9,10.537037037037,A,108,ZW133_Ore,ZW133,Ore
4A,3,Control,9,10.2261904761905,A,84,ZW133_Ore,ZW133,Ore
7A,1,Control,9,10.3833333333333,A,120,ZH33_Ore,ZH33,Ore
7A,2,Control,9,10.4173553719008,A,121,ZH33_Ore,ZH33,Ore
7A,3,Control,9,10.2017543859649,A,114,ZH33_Ore,ZH33,Ore
11A,1,Control,9,10.0591397849462,A,93,ZW142_375,ZW142,375
11A,2,Control,9,10.7045454545455,A,88,ZW142_375,ZW142,375
11A,3,Control,9,10.3235294117647,A,68,ZW142_375,ZW142,375
13A,1,Control,9,10.5657894736842,A,76,ZW133_375,ZW133,375
13A,2,Control,9,10.6326530612245,A,98,ZW133_375,ZW133,375
13A,3,Control,9,10.7613636363636,A,88,ZW133_375,ZW133,375
16A,1,Control,9,10.554347826087,A,92,ZH33_375,ZH33,375
16A,2,Control,9,10.48,A,100,ZH33_375,ZH33,375
16A,3,Control,9,10.3988764044944,A,89,ZH33_375,ZH33,375
19A,1,Control,9,10.87,A,100,Bei59_Ore,Bei59,Ore
19A,2,Control,9,10.5693069306931,A,101,Bei59_Ore,Bei59,Ore
19A,3,Control,9,10.4175257731959,A,97,Bei59_Ore,Bei59,Ore
24A,1,Control,9,10.4252336448598,A,107,Bei23_Ore,Bei23,Ore
24A,2,Control,9,10.675,A,120,Bei23_Ore,Bei23,Ore
24A,3,Control,9,10.5549450549451,A,91,Bei23_Ore,Bei23,Ore
26A,1,Control,9,10.1019417475728,A,103,Bei11_Ore,Bei11,Ore
26A,2,Control,9,9.52970297029703,A,101,Bei11_Ore,Bei11,Ore
26A,3,Control,9,10.3369565217391,A,92,Bei11_Ore,Bei11,Ore
29A,1,Control,9,10.8108108108108,A,74,Bei59_375,Bei59,375
29A,2,Control,9,10.6756756756757,A,74,Bei59_375,Bei59,375
29A,3,Control,9,10.8188405797101,A,69,Bei59_375,Bei59,375
34A,1,Control,9,10.3088235294118,A,68,Bei23_375,Bei23,375
34A,2,Control,9,10.6829268292683,A,82,Bei23_375,Bei23,375
34A,3,Control,9,11,A,70,Bei23_375,Bei23,375
36A,1,Control,9,10.6458333333333,A,96,Bei11_375,Bei11,375
36A,2,Control,9,10.7111111111111,A,90,Bei11_375,Bei11,375
36A,3,Control,9,10.3720930232558,A,86,Bei11_375,Bei11,375
41A,1,Control,9,10.3225806451613,A,124,siI_Ore,siI,Ore
41A,2,Control,9,10.5775862068966,A,116,siI_Ore,siI,Ore
41A,3,Control,9,10.8047619047619,A,105,siI_Ore,siI,Ore
42A,1,Control,9,10.9122807017544,A,114,yak_Ore,yak,Ore
42A,2,Control,9,10.4263157894737,A,95,yak_Ore,yak,Ore
42A,3,Control,9,10.9205607476636,A,107,yak_Ore,yak,Ore
45A,1,Control,9,10.5505050505051,A,99,siI_375,siI,375
45A,2,Control,9,10.4772727272727,A,88,siI_375,siI,375
45A,3,Control,9,10.5,A,94,siI_375,siI,375
46A,1,Control,9,10.7121212121212,A,99,yak_375,yak,375
46A,2,Control,9,11.0747126436782,A,87,yak_375,yak,375
46A,3,Control,9,10.7289156626506,A,83,yak_375,yak,375
2A,1,Rotenone,9,11.0909090909091,A,110,ZW142_Ore,ZW142,Ore
2A,2,Rotenone,9,11.1283185840708,A,113,ZW142_Ore,ZW142,Ore
2A,3,Rotenone,9,11.1635514018692,A,107,ZW142_Ore,ZW142,Ore
4A,1,Rotenone,9,11.472602739726,A,73,ZW133_Ore,ZW133,Ore
4A,2,Rotenone,9,11.0797101449275,A,69,ZW133_Ore,ZW133,Ore
4A,3,Rotenone,9,11.2916666666667,A,72,ZW133_Ore,ZW133,Ore
7A,1,Rotenone,9,10.8023255813953,A,86,ZH33_Ore,ZH33,Ore
7A,2,Rotenone,9,10.9536082474227,A,97,ZH33_Ore,ZH33,Ore
7A,3,Rotenone,9,11.2142857142857,A,77,ZH33_Ore,ZH33,Ore
11A,1,Rotenone,9,10.3529411764706,A,68,ZW142_375,ZW142,375
11A,2,Rotenone,9,10.64,A,50,ZW142_375,ZW142,375
11A,3,Rotenone,9,10.2543859649123,A,57,ZW142_375,ZW142,375
13A,1,Rotenone,9,11.0373134328358,A,67,ZW133_375,ZW133,375
13A,2,Rotenone,9,11.2362637362637,A,91,ZW133_375,ZW133,375
13A,3,Rotenone,9,11.2215189873418,A,79,ZW133_375,ZW133,375
16A,1,Rotenone,9,11.7784810126582,A,79,ZH33_375,ZH33,375
16A,2,Rotenone,9,11.4516129032258,A,62,ZH33_375,ZH33,375
16A,3,Rotenone,9,11.7833333333333,A,60,ZH33_375,ZH33,375
19A,1,Rotenone,9,11.1315789473684,A,76,Bei59_Ore,Bei59,Ore
19A,2,Rotenone,9,11.2887323943662,A,71,Bei59_Ore,Bei59,Ore
19A,3,Rotenone,9,11.2882352941176,A,85,Bei59_Ore,Bei59,Ore
24A,1,Rotenone,9,10.952380952381,A,84,Bei23_Ore,Bei23,Ore
24A,2,Rotenone,9,10.953488372093,A,86,Bei23_Ore,Bei23,Ore
24A,3,Rotenone,9,11.0375,A,80,Bei23_Ore,Bei23,Ore
26A,1,Rotenone,9,11.1417910447761,A,67,Bei11_Ore,Bei11,Ore
26A,2,Rotenone,9,10.3666666666667,A,105,Bei11_Ore,Bei11,Ore
26A,3,Rotenone,9,11.025641025641,A,78,Bei11_Ore,Bei11,Ore
29A,1,Rotenone,9,11.3387096774194,A,62,Bei59_375,Bei59,375
29A,2,Rotenone,9,11.3076923076923,A,52,Bei59_375,Bei59,375
29A,3,Rotenone,9,11.2368421052632,A,57,Bei59_375,Bei59,375
34A,1,Rotenone,9,11.3507462686567,A,67,Bei23_375,Bei23,375
34A,2,Rotenone,9,10.7777777777778,A,54,Bei23_375,Bei23,375
34A,3,Rotenone,9,11.0238095238095,A,63,Bei23_375,Bei23,375
36A,1,Rotenone,9,10.9,A,95,Bei11_375,Bei11,375
36A,2,Rotenone,9,10.8924050632911,A,79,Bei11_375,Bei11,375
36A,3,Rotenone,9,10.6388888888889,A,72,Bei11_375,Bei11,375
41A,1,Rotenone,9,11.1037735849057,A,106,siI_Ore,siI,Ore
41A,2,Rotenone,9,11.2358490566038,A,106,siI_Ore,siI,Ore
41A,3,Rotenone,9,10.9761904761905,A,105,siI_Ore,siI,Ore
42A,1,Rotenone,9,11.0588235294118,A,68,yak_Ore,yak,Ore
42A,2,Rotenone,9,11.0873015873016,A,63,yak_Ore,yak,Ore
42A,3,Rotenone,9,11.325,A,40,yak_Ore,yak,Ore
45A,1,Rotenone,9,11.1551724137931,A,58,siI_375,siI,375
45A,2,Rotenone,9,11.1666666666667,A,60,siI_375,siI,375
45A,3,Rotenone,9,10.9615384615385,A,65,siI_375,siI,375
46A,1,Rotenone,9,11.4444444444444,A,72,yak_375,yak,375
46A,2,Rotenone,9,11.3988764044944,A,89,yak_375,yak,375
46A,3,Rotenone,9,11.75,A,84,yak_375,yak,375
2B,1,Control,9,10.58,B,125,ZW142_Ore,ZW142,Ore
2B,2,Control,9,10.8688524590164,B,122,ZW142_Ore,ZW142,Ore
2B,3,Control,9,10.5983606557377,B,122,ZW142_Ore,ZW142,Ore
4B,1,Control,9,10.6150442477876,B,113,ZW133_Ore,ZW133,Ore
4B,2,Control,9,10.05,B,80,ZW133_Ore,ZW133,Ore
4B,3,Control,9,10.1493506493506,B,77,ZW133_Ore,ZW133,Ore
7B,1,Control,9,10.534188034188,B,117,ZH33_Ore,ZH33,Ore
7B,2,Control,9,10.1486486486486,B,74,ZH33_Ore,ZH33,Ore
7B,3,Control,9,10.3717948717949,B,78,ZH33_Ore,ZH33,Ore
11B,1,Control,9,10.0394736842105,B,76,ZW142_375,ZW142,375
11B,2,Control,9,11.3409090909091,B,88,ZW142_375,ZW142,375
11B,3,Control,9,11.3981481481481,B,108,ZW142_375,ZW142,375
13B,1,Control,9,10.5689655172414,B,116,ZW133_375,ZW133,375
13B,2,Control,9,10.9766355140187,B,107,ZW133_375,ZW133,375
13B,3,Control,9,11.3267716535433,B,127,ZW133_375,ZW133,375
16B,1,Control,9,10.5952380952381,B,84,ZH33_375,ZH33,375
16B,2,Control,9,10.3701298701299,B,77,ZH33_375,ZH33,375
16B,3,Control,9,10.6123595505618,B,89,ZH33_375,ZH33,375
19B,1,Control,9,9.87142857142857,B,105,Bei59_Ore,Bei59,Ore
19B,2,Control,9,10.386524822695,B,141,Bei59_Ore,Bei59,Ore
19B,3,Control,9,10.1111111111111,B,108,Bei59_Ore,Bei59,Ore
24B,1,Control,9,9.64606741573034,B,89,Bei23_Ore,Bei23,Ore
24B,2,Control,9,9.97252747252747,B,91,Bei23_Ore,Bei23,Ore
24B,3,Control,9,9.95283018867925,B,106,Bei23_Ore,Bei23,Ore
26B,1,Control,9,10.0068493150685,B,73,Bei11_Ore,Bei11,Ore
26B,2,Control,9,10.1578947368421,B,114,Bei11_Ore,Bei11,Ore
26B,3,Control,9,10.054347826087,B,92,Bei11_Ore,Bei11,Ore
29B,1,Control,9,10.8642857142857,B,140,Bei59_375,Bei59,375
29B,2,Control,9,10.7432432432432,B,111,Bei59_375,Bei59,375
29B,3,Control,9,10.9036697247706,B,109,Bei59_375,Bei59,375
34B,1,Control,9,10.3068181818182,B,88,Bei23_375,Bei23,375
34B,2,Control,9,10.1867469879518,B,83,Bei23_375,Bei23,375
34B,3,Control,9,10.7,B,85,Bei23_375,Bei23,375
36B,1,Control,9,10.2909090909091,B,110,Bei11_375,Bei11,375
36B,2,Control,9,10.3857142857143,B,105,Bei11_375,Bei11,375
36B,3,Control,9,10.1336633663366,B,101,Bei11_375,Bei11,375
41B,1,Control,9,10.7096774193548,B,124,siI_Ore,siI,Ore
41B,2,Control,9,10.7290076335878,B,131,siI_Ore,siI,Ore
41B,3,Control,9,10.5347826086957,B,115,siI_Ore,siI,Ore
42B,1,Control,9,10.728813559322,B,118,yak_Ore,yak,Ore
42B,2,Control,9,10.4795918367347,B,98,yak_Ore,yak,Ore
42B,3,Control,9,10.6030927835052,B,97,yak_Ore,yak,Ore
45B,1,Control,9,10.7608695652174,B,92,siI_375,siI,375
45B,2,Control,9,11.06,B,100,siI_375,siI,375
45B,3,Control,9,10.9615384615385,B,130,siI_375,siI,375
46B,1,Control,9,10.8461538461538,B,104,yak_375,yak,375
46B,2,Control,9,10.7178217821782,B,101,yak_375,yak,375
46B,3,Control,9,10.2864077669903,B,103,yak_375,yak,375
2B,1,Rotenone,9,10.4795918367347,B,49,ZW142_Ore,ZW142,Ore
2B,2,Rotenone,9,10.867816091954,B,87,ZW142_Ore,ZW142,Ore
2B,3,Rotenone,9,10.5,B,72,ZW142_Ore,ZW142,Ore
4B,1,Rotenone,9,10.42,B,50,ZW133_Ore,ZW133,Ore
4B,2,Rotenone,9,10.3958333333333,B,48,ZW133_Ore,ZW133,Ore
4B,3,Rotenone,9,10.4305555555556,B,72,ZW133_Ore,ZW133,Ore
7B,1,Rotenone,9,10.5,B,35,ZH33_Ore,ZH33,Ore
7B,2,Rotenone,9,10.7173913043478,B,69,ZH33_Ore,ZH33,Ore
7B,3,Rotenone,9,10.5181818181818,B,55,ZH33_Ore,ZH33,Ore
11B,1,Rotenone,9,10.7753623188406,B,69,ZW142_375,ZW142,375
11B,2,Rotenone,9,11.6951219512195,B,82,ZW142_375,ZW142,375
11B,3,Rotenone,9,10.8030303030303,B,66,ZW142_375,ZW142,375
13B,1,Rotenone,9,11.1666666666667,B,87,ZW133_375,ZW133,375
13B,2,Rotenone,9,11.4078947368421,B,76,ZW133_375,ZW133,375
13B,3,Rotenone,9,11.6927710843374,B,83,ZW133_375,ZW133,375
16B,1,Rotenone,9,10.675,B,40,ZH33_375,ZH33,375
16B,2,Rotenone,9,10.7641509433962,B,53,ZH33_375,ZH33,375
16B,3,Rotenone,9,11.031914893617,B,47,ZH33_375,ZH33,375
19B,1,Rotenone,9,10.9230769230769,B,104,Bei59_Ore,Bei59,Ore
19B,2,Rotenone,9,11.0169491525424,B,118,Bei59_Ore,Bei59,Ore
19B,3,Rotenone,9,11.3965517241379,B,87,Bei59_Ore,Bei59,Ore
24B,1,Rotenone,9,10.3876404494382,B,89,Bei23_Ore,Bei23,Ore
24B,2,Rotenone,9,10.1923076923077,B,65,Bei23_Ore,Bei23,Ore
24B,3,Rotenone,9,9.81481481481481,B,54,Bei23_Ore,Bei23,Ore
26B,1,Rotenone,9,10.0068493150685,B,73,Bei11_Ore,Bei11,Ore
26B,2,Rotenone,9,10.1578947368421,B,114,Bei11_Ore,Bei11,Ore
26B,3,Rotenone,9,10.0824175824176,B,91,Bei11_Ore,Bei11,Ore
29B,1,Rotenone,9,10.8884892086331,B,139,Bei59_375,Bei59,375
29B,2,Rotenone,9,10.7432432432432,B,111,Bei59_375,Bei59,375
29B,3,Rotenone,9,10.9036697247706,B,109,Bei59_375,Bei59,375
34B,1,Rotenone,9,10.3390804597701,B,87,Bei23_375,Bei23,375
34B,2,Rotenone,9,10.219512195122,B,82,Bei23_375,Bei23,375
34B,3,Rotenone,9,10.7380952380952,B,84,Bei23_375,Bei23,375
36B,1,Rotenone,9,10.2909090909091,B,110,Bei11_375,Bei11,375
36B,2,Rotenone,9,10.3857142857143,B,105,Bei11_375,Bei11,375
36B,3,Rotenone,9,10.1336633663366,B,101,Bei11_375,Bei11,375
41B,1,Rotenone,9,10.7357723577236,B,123,siI_Ore,siI,Ore
41B,2,Rotenone,9,10.7290076335878,B,131,siI_Ore,siI,Ore
41B,3,Rotenone,9,10.5347826086957,B,115,siI_Ore,siI,Ore
42B,1,Rotenone,9,10.7564102564103,B,117,yak_Ore,yak,Ore
42B,2,Rotenone,9,10.4795918367347,B,98,yak_Ore,yak,Ore
42B,3,Rotenone,9,10.6030927835052,B,97,yak_Ore,yak,Ore
45B,1,Rotenone,9,10.7608695652174,B,92,siI_375,siI,375
45B,2,Rotenone,9,11.06,B,100,siI_375,siI,375
45B,3,Rotenone,9,10.9615384615385,B,130,siI_375,siI,375
46B,1,Rotenone,9,10.8461538461538,B,104,yak_375,yak,375
46B,2,Rotenone,9,10.7178217821782,B,101,yak_375,yak,375
46B,3,Rotenone,9,10.2864077669903,B,103,yak_375,yak,375
