Mito,Nuc,Sex,Rep,Slope,Build,Vial,Set,Treatment,Stock,Set_adj,Pos_adj,Y_adj
Bei59,375,M,1,3.393,A,3,9,Control,29A,2.71747916666667,2.88793518219929,3.56345601553262
Bei59,375,M,1,3.4236,A,4,9,Control,29A,2.71747916666667,2.88793518219929,3.59405601553262
Bei59,375,M,1,2.2117,A,5,9,Control,29A,2.71747916666667,2.88793518219929,2.38215601553262
Bei59,375,M,1,2.8314,A,6,9,Control,29A,2.71747916666667,2.88793518219929,3.00185601553262
Bei59,375,M,2,3.3709,A,1,9,Control,29A,2.71747916666667,2.88793518219929,3.54135601553262
Bei59,375,M,2,1.5658,A,2,9,Control,29A,2.71747916666667,2.88793518219929,1.73625601553262
Bei59,375,M,2,4.6312,A,3,9,Control,29A,2.71747916666667,2.88793518219929,4.80165601553262
Bei59,375,M,2,2.4161,A,4,9,Control,29A,2.71747916666667,2.88793518219929,2.58655601553262
Bei59,375,M,2,2.7346,A,5,9,Control,29A,2.71747916666667,2.88793518219929,2.90505601553262
Bei59,375,M,2,2.6752,A,6,9,Control,29A,2.71747916666667,2.88793518219929,2.84565601553262
Bei59,375,M,3,3.0098,A,1,9,Control,29A,2.71747916666667,2.88793518219929,3.18025601553262
Bei59,375,M,3,1.942,A,2,9,Control,29A,2.71747916666667,2.88793518219929,2.11245601553262
Bei59,375,M,3,3.6891,A,3,9,Control,29A,2.71747916666667,2.88793518219929,3.85955601553262
Bei59,375,M,3,1.9613,A,4,9,Control,29A,2.71747916666667,2.88793518219929,2.13175601553262
Bei59,375,M,3,3.9402,A,5,9,Control,29A,2.71747916666667,2.88793518219929,4.11065601553262
Bei59,375,M,3,4.007,A,6,9,Control,29A,2.71747916666667,2.88793518219929,4.17745601553262
Bei59,375,F,1,3.0136,A,1,9,Rotenone,29A,2.54378333333333,2.28314493771958,2.75296160438625
Bei59,375,F,1,1.3707,A,2,9,Rotenone,29A,2.54378333333333,2.28314493771958,1.11006160438625
