Stock,Weight,Inds,Weight_flies,Sex,Treatment,Set
375,0.99985,14,1.012834,F,Rotenone,6
375,1.031104,14,1.043538,F,Rotenone,6
8A,1.027198,12,1.040058,F,Rotenone,6
8A,1.03014,12,1.04315,F,Rotenone,6
8A,1.02638,12,1.03972,F,Rotenone,6
28B,1.019178,11,1.03088,F,Rotenone,6
28B,1.022012,11,1.035596,F,Rotenone,6
28B,1.027232,10,1.039312,F,Rotenone,6
9A,1.002176,14,1.011984,M,Rotenone,6
9A,1.0006,13,1.009244,M,Rotenone,6
9A,0.996884,13,1.005882,M,Rotenone,6
9B,0.998898,10,1.005588,M,Rotenone,6
9B,1.005548,10,1.012494,M,Rotenone,6
9B,1.004934,10,1.012212,M,Rotenone,6
23A,1.005432,11,1.01384,M,Rotenone,6
23A,1.005348,11,1.013588,M,Rotenone,6
23A,0.998894,11,1.007274,M,Rotenone,6
23B,1.00086,12,1.009732,M,Rotenone,6
23B,1.00528,11,1.013506,M,Rotenone,6
23B,1.002802,11,1.010512,M,Rotenone,6
18A,0.996898,13,1.004032,M,Rotenone,6
18A,1.011568,12,1.018568,M,Rotenone,6
18A,0.995916,12,1.002644,M,Rotenone,6
18B,1.011538,15,1.021588,M,Rotenone,6
18B,1.002784,14,1.012008,M,Rotenone,6
18B,1.000766,14,1.00971,M,Rotenone,6
33A,1.004636,11,1.011728,M,Rotenone,6
33A,1.002286,11,1.009416,M,Rotenone,6
33A,0.996178,10,1.00295,M,Rotenone,6
33B,1.011666,12,1.019596,M,Rotenone,6
33B,1.011064,12,1.019514,M,Rotenone,6
33B,0.999614,11,1.007106,M,Rotenone,6
41A,0.997928,13,1.00728,M,Rotenone,6
41A,1.005436,12,1.014026,M,Rotenone,6
41A,0.99879,12,1.007512,M,Rotenone,6
42A,1.006178,9,1.012568,M,Rotenone,6
42A,0.99629,8,1.00223,M,Rotenone,6
42A,1.005136,8,1.011204,M,Rotenone,6
45A,1.002048,12,1.009608,M,Rotenone,6
45A,1.005806,12,1.013616,M,Rotenone,6
45A,1.006116,11,1.013068,M,Rotenone,6
46A,1.000118,9,1.005892,M,Rotenone,6
46A,1.005842,8,1.010906,M,Rotenone,6
46A,1.006114,8,1.01139,M,Rotenone,6
Ore,1.00101,12,1.009706,M,Rotenone,6
Ore,1.003164,12,1.011858,M,Rotenone,6
Ore,1.001016,11,1.008784,M,Rotenone,6
375,1.004622,15,1.013506,M,Rotenone,6
375,0.998716,14,1.00733,M,Rotenone,6
375,1.006436,14,1.014676,M,Rotenone,6
8A,0.999478,13,1.007436,M,Rotenone,6
8A,1.007752,12,1.015014,M,Rotenone,6
8A,0.996832,12,1.004964,M,Rotenone,6
28B,0.99914,12,1.00722,M,Rotenone,6
28B,1.006208,12,1.014676,M,Rotenone,6
28B,1.00452,11,1.01261,M,Rotenone,6
